"","latitude","longitude","Unit","multi","YrNights"
"380",38.9002140679118,-77.0497726437341,1,1,534
"381",38.9110377231084,-77.0376332182177,1,1,72
"382",38.9475509950011,-77.0310525419071,0,0,42
"383",38.9213005106087,-77.0310839616345,0,0,18
"384",38.9069945760468,-77.029249820903,1,1,10
"385",38.9276874104893,-77.0396264373844,1,0,12
"386",38.9502416887816,-76.9925309166269,0,1,8
"387",38.9090184189918,-77.0331777430025,1,1,NA
"388",38.8817440178952,-76.9846499247033,0,1,19.4630136986301
"389",38.930316723483,-77.0240984640323,1,0,54
"390",38.9207923304561,-77.0287810389701,1,1,66
"391",38.9319349941915,-77.0319029980698,0,1,6
"392",38.8929547909387,-76.9814029836723,0,1,90
"393",38.9158329613933,-77.0130596665294,0,1,48
"394",38.9365784871868,-77.0365943413123,0,0,36
"395",38.9237368930563,-77.0313007677903,1,0,12
"396",38.9509840260206,-77.0285866642556,1,0,37.8739726027397
"397",38.9216364714756,-77.0347949438656,1,0,0.147945205479452
"398",38.8895933532459,-76.9887892118335,0,1,6
"399",38.9074778032604,-77.0334190428513,1,0,34.8164383561644
"400",38.8884897205397,-76.9949881115554,1,0,18
"401",38.9251106681956,-77.0452915420011,1,0,12
"402",38.9018263168214,-77.0483324896061,1,1,24
"403",38.8760225400966,-77.0202482518455,1,1,20
"404",38.8999154865179,-77.0501063403496,1,1,185.572602739726
"405",38.9103402648105,-77.0388894798539,0,1,30
"406",38.9125723811025,-77.0381379780056,1,0,30
"407",38.9239042071858,-77.0434810594775,0,0,210
"408",38.9173399928153,-77.0318746329573,1,1,84
"409",38.8835432451554,-77.0008562206355,1,1,30
"410",38.9141439938752,-77.0087965932371,1,0,36
"411",38.8997448378388,-77.0508136100918,1,1,24
"412",38.918255331044,-77.0323004915861,1,0,9.56712328767123
"413",38.9499468924772,-77.0201086344095,1,1,24
"414",38.9095093867612,-77.0326777009409,1,0,138
"415",38.933764914702,-77.0442797143536,1,1,24
"416",38.9087681263603,-77.047028939209,1,1,198
"417",38.8885356842176,-76.9857495747766,1,0,6
"418",38.8967205373391,-76.9826064986111,1,0,12
"419",38.9228166561485,-77.0132626479474,0,0,12
"420",38.9161437669989,-77.0285805475543,1,0,6
"421",38.8810953451852,-77.0012341357281,1,0,6
"422",38.9155098068912,-77.0434479388692,1,0,10.2575342465753
"423",38.9004628257668,-76.9800911028108,1,0,162
"424",38.9078417260888,-77.0178808524835,1,1,54
"425",38.9314964477419,-77.0408949184563,1,0,84
"426",38.932458369131,-77.0342772196007,1,1,18
"427",38.9158788739312,-77.0253874364347,0,0,6
"428",38.9243673776186,-77.0383652796861,1,0,18
"429",38.9111819064245,-77.022819542819,1,1,12
"430",38.9028612220784,-77.0630188144272,1,0,12
"431",38.9139575262979,-77.0456856282028,1,1,276
"432",38.8922145901487,-77.0009687549456,1,1,318
"433",38.9370981110599,-77.0342316726111,0,0,60
"434",38.9144519890154,-77.0014419834576,1,1,18
"435",38.9089391201382,-77.0447063875347,1,0,174
"436",38.9488727443042,-77.0182990189979,1,0,56.1095890410959
"437",38.9022135726286,-76.988366293825,0,0,24
"438",38.8978163396767,-76.9945641376476,0,1,12
"439",38.9149476410767,-77.0143535388026,0,1,30
"440",38.9434043809836,-77.0344056917297,0,0,24
"441",38.9009612045907,-77.0333334890788,0,0,336
"442",38.9037735646814,-77.0119706056584,1,0,36
"443",38.9038696535613,-77.0013728753053,1,1,18
"444",38.9283115709761,-77.0244346675011,0,0,102
"445",38.9304901603255,-77.0439998245964,1,0,84
"446",38.9171072893313,-77.0130159926573,0,1,6
"447",38.9168304146286,-77.0440590949074,1,1,18
"448",38.9152069250007,-77.0442448507787,1,1,NA
"449",38.914799138322,-77.0440631738754,1,1,252
"450",38.9151378351256,-77.0433821124531,1,1,30
"451",38.9148400207218,-77.0441966606874,0,1,140
"452",38.9149592004238,-77.0442121084596,0,1,84
"453",38.91538681507,-77.0423137906067,1,1,48
"454",38.9161666384634,-77.0440918313392,1,1,264
"455",38.8813123807303,-76.9965957027469,1,1,6
"456",38.8916267838184,-76.9908169739198,1,0,6
"457",38.9627358754364,-77.0228398612888,1,1,6
"458",38.9163759333463,-77.0399692356568,0,1,12
"459",38.8720868274576,-77.0119076977586,0,1,78
"460",38.9155367748676,-77.0026054013002,1,0,67.0684931506849
"461",38.9283659877469,-77.0279922343446,0,0,6
"462",38.8950352743385,-76.9996297427801,1,0,150
"463",38.9251047551364,-77.033733418396,1,0,6
"464",38.9147309409807,-77.0146195125146,1,1,60
"465",38.9312845570505,-77.0336483044337,1,1,18
"466",38.9273175967436,-77.0265545010335,0,0,24
"467",38.9421516024916,-77.0225503848923,0,0,192
"468",38.9666725556709,-77.0769849795873,0,1,42
"469",38.9324461403023,-76.9874386079626,1,0,90
"470",38.9229003652351,-77.098213345075,1,0,156
"471",38.920610660136,-77.0368802311429,1,0,57.8465753424658
"472",38.9130413253405,-77.0194915731808,1,1,84
"473",38.9269887773754,-77.0372366299485,1,0,6
"474",38.9176353533843,-77.0275796231526,1,0,50
"475",38.8915480912066,-76.9974902396279,1,1,48
"476",38.8791837011119,-76.9825493715382,1,1,6
"477",38.9240125882365,-77.0585355065286,1,0,6
"478",38.8995917071728,-77.0000640366316,1,0,12
"479",38.9277049726743,-77.0312213057423,1,1,42
"480",38.9270574228048,-77.0237223767686,0,1,12
"481",38.9336839388127,-77.0385416605098,1,0,30
"482",38.8926727561956,-77.019469110688,1,1,90
"483",38.897322615541,-77.0002873101465,0,0,264
"484",38.906844533023,-77.0347549199967,1,0,NA
"485",38.9168493375352,-77.039804131826,1,1,90
"486",38.9028522408773,-77.0223174462932,1,0,36
"487",38.9155024947352,-77.0129823250259,0,1,54
"488",38.9269134795777,-76.958034910486,0,1,18
"489",38.9183437939529,-77.0332841849922,1,0,54
"490",38.9028447075388,-77.0492935586533,1,1,7.43013698630137
"491",38.907681467155,-77.0458139786135,1,0,186
"492",38.9103632626467,-77.0345188048931,1,0,18
"493",38.9088909081625,-77.04310921527,1,0,12
"494",38.8858891932636,-76.9889188374575,1,0,6
"495",38.9369303697769,-77.0240401398591,1,0,12
"496",38.9240364448596,-77.0369238893886,0,0,56
"497",38.8992131892339,-77.0003840011386,1,0,54.7397260273973
"498",38.9060070451432,-77.0338279767239,1,1,54
"499",38.9123332899113,-77.0494090083869,1,0,126
"500",38.8992288529905,-76.9969856040732,1,0,24
"501",38.9009918949947,-77.0194286139148,0,0,13.6109589041096
"502",38.8949100423789,-76.9931605760949,1,0,90
"503",38.9136189502126,-77.0227155454507,0,0,60
"504",38.9696294296073,-77.025207369757,0,0,276
"505",38.8805305054501,-76.9953965337031,1,0,6
"506",38.9087288681896,-77.0293957860421,0,1,36
"507",38.9261626563308,-77.0364170667957,1,1,78
"508",38.9105258047133,-77.0400319134474,1,0,12
"509",38.9034235953604,-76.9840286466642,0,1,20
"510",38.9092532637083,-77.0307593406535,1,1,24
"511",38.9104876544676,-77.0486745503739,1,0,162
"512",38.9347919027836,-76.983599908503,1,1,12
"513",38.9318401487499,-77.0382695598596,1,0,7.26575342465753
"514",38.9586147993165,-77.0331148406119,1,0,276
"515",38.9297616370123,-77.0246380095229,1,1,66
"516",38.9310513217378,-77.0256999414291,0,1,54
"517",38.9108469073076,-77.0303129528902,1,1,126
"518",38.9340871739589,-77.0277517378879,1,1,30
"519",38.907339191017,-77.033251826588,0,0,360
"520",38.9047515107468,-77.0263271083851,1,1,162
"521",38.9337648216458,-77.031488468074,1,0,36
"522",38.91646460711,-77.0755561149592,1,0,6
"523",38.9042644999793,-76.996684989542,1,0,12
"524",38.8884140512779,-76.9974050439466,1,0,6
"525",38.9063337731299,-77.0262634935775,1,1,66
